territoryId,catalogItemId,territory_encoded,item_encoded,dayofyear,forecast_date,forecastedQty
Abuja-Bwari,Ibadan-BodijaDevon King's Cooking Oil 1000ml Sachet HALF CARTON (6 PCS),0,5,105,2025-04-15,6.874794821757453
Abuja-Bwari,Ibadan-BodijaDevon King's Cooking Oil 1000ml Sachet HALF CARTON (6 PCS),0,5,106,2025-04-16,6.874794821757453
Abuja-Bwari,Ibadan-BodijaDevon King's Cooking Oil 1000ml Sachet HALF CARTON (6 PCS),0,5,107,2025-04-17,6.874794821757453
Abuja-Bwari,Ibadan-BodijaDevon King's Cooking Oil 1000ml Sachet HALF CARTON (6 PCS),0,5,108,2025-04-18,6.874794821757453
Abuja-Bwari,Ibadan-BodijaDevon King's Cooking Oil 1000ml Sachet HALF CARTON (6 PCS),0,5,109,2025-04-19,6.874794821757453
Abuja-Bwari,Ibadan-BodijaDevon King's Cooking Oil 1000ml Sachet HALF CARTON (6 PCS),0,5,110,2025-04-20,6.874794821757453
Abuja-Bwari,Ibadan-BodijaDevon King's Cooking Oil 1000ml Sachet HALF CARTON (6 PCS),0,5,111,2025-04-21,6.874794821757453
Abuja-Bwari,Ibadan-BodijaDevon King's Cooking Oil 5L CARTON (4.0 PC),0,6,105,2025-04-15,6.874794821757453
Abuja-Bwari,Ibadan-BodijaDevon King's Cooking Oil 5L CARTON (4.0 PC),0,6,106,2025-04-16,6.874794821757453
Abuja-Bwari,Ibadan-BodijaDevon King's Cooking Oil 5L CARTON (4.0 PC),0,6,107,2025-04-17,6.874794821757453
Abuja-Bwari,Ibadan-BodijaDevon King's Cooking Oil 5L CARTON (4.0 PC),0,6,108,2025-04-18,6.874794821757453
Abuja-Bwari,Ibadan-BodijaDevon King's Cooking Oil 5L CARTON (4.0 PC),0,6,109,2025-04-19,6.874794821757453
Abuja-Bwari,Ibadan-BodijaDevon King's Cooking Oil 5L CARTON (4.0 PC),0,6,110,2025-04-20,6.874794821757453
Abuja-Bwari,Ibadan-BodijaDevon King's Cooking Oil 5L CARTON (4.0 PC),0,6,111,2025-04-21,6.874794821757453
Abuja-Bwari,Ibadan-BodijaDevon Kings's Cooking Oil 10L JERICAN (1.0 PCS),0,7,105,2025-04-15,6.874794821757453
Abuja-Bwari,Ibadan-BodijaDevon Kings's Cooking Oil 10L JERICAN (1.0 PCS),0,7,106,2025-04-16,6.874794821757453
Abuja-Bwari,Ibadan-BodijaDevon Kings's Cooking Oil 10L JERICAN (1.0 PCS),0,7,107,2025-04-17,6.874794821757453
Abuja-Bwari,Ibadan-BodijaDevon Kings's Cooking Oil 10L JERICAN (1.0 PCS),0,7,108,2025-04-18,6.874794821757453
Abuja-Bwari,Ibadan-BodijaDevon Kings's Cooking Oil 10L JERICAN (1.0 PCS),0,7,109,2025-04-19,6.874794821757453
Abuja-Bwari,Ibadan-BodijaDevon Kings's Cooking Oil 10L JERICAN (1.0 PCS),0,7,110,2025-04-20,6.874794821757453
Abuja-Bwari,Ibadan-BodijaDevon Kings's Cooking Oil 10L JERICAN (1.0 PCS),0,7,111,2025-04-21,6.874794821757453
Abuja-Bwari,Ibadan-BodijaIndomie Noodles Oriental Fried 70g CARTON (40.0 PC),0,8,105,2025-04-15,6.874794821757453
Abuja-Bwari,Ibadan-BodijaIndomie Noodles Oriental Fried 70g CARTON (40.0 PC),0,8,106,2025-04-16,6.874794821757453
Abuja-Bwari,Ibadan-BodijaIndomie Noodles Oriental Fried 70g CARTON (40.0 PC),0,8,107,2025-04-17,6.874794821757453
Abuja-Bwari,Ibadan-BodijaIndomie Noodles Oriental Fried 70g CARTON (40.0 PC),0,8,108,2025-04-18,6.874794821757453
Abuja-Bwari,Ibadan-BodijaIndomie Noodles Oriental Fried 70g CARTON (40.0 PC),0,8,109,2025-04-19,6.874794821757453
Abuja-Bwari,Ibadan-BodijaIndomie Noodles Oriental Fried 70g CARTON (40.0 PC),0,8,110,2025-04-20,6.874794821757453
Abuja-Bwari,Ibadan-BodijaIndomie Noodles Oriental Fried 70g CARTON (40.0 PC),0,8,111,2025-04-21,6.874794821757453
Abuja-Bwari,Ibadan-BodijaMiksi Milk Plain 320g CARTON (12.0 PACKETS),0,9,105,2025-04-15,6.874794821757453
Abuja-Bwari,Ibadan-BodijaMiksi Milk Plain 320g CARTON (12.0 PACKETS),0,9,106,2025-04-16,6.874794821757453
Abuja-Bwari,Ibadan-BodijaMiksi Milk Plain 320g CARTON (12.0 PACKETS),0,9,107,2025-04-17,6.874794821757453
Abuja-Bwari,Ibadan-BodijaMiksi Milk Plain 320g CARTON (12.0 PACKETS),0,9,108,2025-04-18,6.874794821757453
Abuja-Bwari,Ibadan-BodijaMiksi Milk Plain 320g CARTON (12.0 PACKETS),0,9,109,2025-04-19,6.874794821757453
Abuja-Bwari,Ibadan-BodijaMiksi Milk Plain 320g CARTON (12.0 PACKETS),0,9,110,2025-04-20,6.874794821757453
Abuja-Bwari,Ibadan-BodijaMiksi Milk Plain 320g CARTON (12.0 PACKETS),0,9,111,2025-04-21,6.874794821757453
Abuja-Bwari,IgomaSoftcare  Sanitary Pads purple CARTON (24.0 pcs),0,10,105,2025-04-15,6.874794821757453
Abuja-Bwari,IgomaSoftcare  Sanitary Pads purple CARTON (24.0 pcs),0,10,106,2025-04-16,6.874794821757453
Abuja-Bwari,IgomaSoftcare  Sanitary Pads purple CARTON (24.0 pcs),0,10,107,2025-04-17,6.874794821757453
Abuja-Bwari,IgomaSoftcare  Sanitary Pads purple CARTON (24.0 pcs),0,10,108,2025-04-18,6.874794821757453
Abuja-Bwari,IgomaSoftcare  Sanitary Pads purple CARTON (24.0 pcs),0,10,109,2025-04-19,6.874794821757453
Abuja-Bwari,IgomaSoftcare  Sanitary Pads purple CARTON (24.0 pcs),0,10,110,2025-04-20,6.874794821757453
Abuja-Bwari,IgomaSoftcare  Sanitary Pads purple CARTON (24.0 pcs),0,10,111,2025-04-21,6.874794821757453
Abuja-Bwari,Jos-CentralMaltina Malt Can 33cl*24 PACK (24.0 CANS),0,11,105,2025-04-15,6.874794821757453
Abuja-Bwari,Jos-CentralMaltina Malt Can 33cl*24 PACK (24.0 CANS),0,11,106,2025-04-16,6.874794821757453
Abuja-Bwari,Jos-CentralMaltina Malt Can 33cl*24 PACK (24.0 CANS),0,11,107,2025-04-17,6.874794821757453
Abuja-Bwari,Jos-CentralMaltina Malt Can 33cl*24 PACK (24.0 CANS),0,11,108,2025-04-18,6.874794821757453
Abuja-Bwari,Jos-CentralMaltina Malt Can 33cl*24 PACK (24.0 CANS),0,11,109,2025-04-19,6.874794821757453
Abuja-Bwari,Jos-CentralMaltina Malt Can 33cl*24 PACK (24.0 CANS),0,11,110,2025-04-20,6.874794821757453
Abuja-Bwari,Jos-CentralMaltina Malt Can 33cl*24 PACK (24.0 CANS),0,11,111,2025-04-21,6.874794821757453
Abuja-Bwari,KiambuAmara Body Milk Lotion 400ml PC (1.0 Pc),0,12,105,2025-04-15,6.874794821757453
Abuja-Bwari,KiambuAmara Body Milk Lotion 400ml PC (1.0 Pc),0,12,106,2025-04-16,6.874794821757453
Abuja-Bwari,KiambuAmara Body Milk Lotion 400ml PC (1.0 Pc),0,12,107,2025-04-17,6.874794821757453
Abuja-Bwari,KiambuAmara Body Milk Lotion 400ml PC (1.0 Pc),0,12,108,2025-04-18,6.874794821757453
Abuja-Bwari,KiambuAmara Body Milk Lotion 400ml PC (1.0 Pc),0,12,109,2025-04-19,6.874794821757453
Abuja-Bwari,KiambuAmara Body Milk Lotion 400ml PC (1.0 Pc),0,12,110,2025-04-20,6.874794821757453
Abuja-Bwari,KiambuAmara Body Milk Lotion 400ml PC (1.0 Pc),0,12,111,2025-04-21,6.874794821757453
Abuja-Bwari,KiambuArimis Petroleum Jelly 50G 12PC DOZEN (1.0 Dzn),0,13,105,2025-04-15,6.874794821757453
Abuja-Bwari,KiambuArimis Petroleum Jelly 50G 12PC DOZEN (1.0 Dzn),0,13,106,2025-04-16,6.874794821757453
Abuja-Bwari,KiambuArimis Petroleum Jelly 50G 12PC DOZEN (1.0 Dzn),0,13,107,2025-04-17,6.874794821757453
Abuja-Bwari,KiambuArimis Petroleum Jelly 50G 12PC DOZEN (1.0 Dzn),0,13,108,2025-04-18,6.874794821757453
Abuja-Bwari,KiambuArimis Petroleum Jelly 50G 12PC DOZEN (1.0 Dzn),0,13,109,2025-04-19,6.874794821757453
Abuja-Bwari,KiambuArimis Petroleum Jelly 50G 12PC DOZEN (1.0 Dzn),0,13,110,2025-04-20,6.874794821757453
Abuja-Bwari,KiambuArimis Petroleum Jelly 50G 12PC DOZEN (1.0 Dzn),0,13,111,2025-04-21,6.874794821757453
Abuja-Bwari,KiambuHalisi Fry Cooking Oil 20L JERICAN (1.0 Item),0,14,105,2025-04-15,6.874794821757453
Abuja-Bwari,KiambuHalisi Fry Cooking Oil 20L JERICAN (1.0 Item),0,14,106,2025-04-16,6.874794821757453
Abuja-Bwari,KiambuHalisi Fry Cooking Oil 20L JERICAN (1.0 Item),0,14,107,2025-04-17,6.874794821757453
Abuja-Bwari,KiambuHalisi Fry Cooking Oil 20L JERICAN (1.0 Item),0,14,108,2025-04-18,6.874794821757453
Abuja-Bwari,KiambuHalisi Fry Cooking Oil 20L JERICAN (1.0 Item),0,14,109,2025-04-19,6.874794821757453
Abuja-Bwari,KiambuHalisi Fry Cooking Oil 20L JERICAN (1.0 Item),0,14,110,2025-04-20,6.874794821757453
Abuja-Bwari,KiambuHalisi Fry Cooking Oil 20L JERICAN (1.0 Item),0,14,111,2025-04-21,6.874794821757453
Abuja-Bwari,KiambuMt. Kenya Milk ESL 200ML CARTON (1.0 Item),0,15,105,2025-04-15,6.874794821757453
Abuja-Bwari,KiambuMt. Kenya Milk ESL 200ML CARTON (1.0 Item),0,15,106,2025-04-16,6.874794821757453
Abuja-Bwari,KiambuMt. Kenya Milk ESL 200ML CARTON (1.0 Item),0,15,107,2025-04-17,6.874794821757453
Abuja-Bwari,KiambuMt. Kenya Milk ESL 200ML CARTON (1.0 Item),0,15,108,2025-04-18,6.874794821757453
Abuja-Bwari,KiambuMt. Kenya Milk ESL 200ML CARTON (1.0 Item),0,15,109,2025-04-19,6.874794821757453
Abuja-Bwari,KiambuMt. Kenya Milk ESL 200ML CARTON (1.0 Item),0,15,110,2025-04-20,6.874794821757453
Abuja-Bwari,KiambuMt. Kenya Milk ESL 200ML CARTON (1.0 Item),0,15,111,2025-04-21,6.874794821757453
Abuja-Bwari,KiambuMt. Kenya Milk ESL 500ML - 18 PC CARTON (18 pcs),0,16,105,2025-04-15,6.874794821757453
Abuja-Bwari,KiambuMt. Kenya Milk ESL 500ML - 18 PC CARTON (18 pcs),0,16,106,2025-04-16,6.874794821757453
Abuja-Bwari,KiambuMt. Kenya Milk ESL 500ML - 18 PC CARTON (18 pcs),0,16,107,2025-04-17,6.874794821757453
Abuja-Bwari,KiambuMt. Kenya Milk ESL 500ML - 18 PC CARTON (18 pcs),0,16,108,2025-04-18,6.874794821757453
Abuja-Bwari,KiambuMt. Kenya Milk ESL 500ML - 18 PC CARTON (18 pcs),0,16,109,2025-04-19,6.874794821757453
Abuja-Bwari,KiambuMt. Kenya Milk ESL 500ML - 18 PC CARTON (18 pcs),0,16,110,2025-04-20,6.874794821757453
Abuja-Bwari,KiambuMt. Kenya Milk ESL 500ML - 18 PC CARTON (18 pcs),0,16,111,2025-04-21,6.874794821757453
Abuja-Bwari,KiambuPembe Maize Flour 2KG BALE (12.0 PC),0,17,105,2025-04-15,6.874794821757453
Abuja-Bwari,KiambuPembe Maize Flour 2KG BALE (12.0 PC),0,17,106,2025-04-16,6.874794821757453
Abuja-Bwari,KiambuPembe Maize Flour 2KG BALE (12.0 PC),0,17,107,2025-04-17,6.874794821757453
Abuja-Bwari,KiambuPembe Maize Flour 2KG BALE (12.0 PC),0,17,108,2025-04-18,6.874794821757453
Abuja-Bwari,KiambuPembe Maize Flour 2KG BALE (12.0 PC),0,17,109,2025-04-19,6.874794821757453
Abuja-Bwari,KiambuPembe Maize Flour 2KG BALE (12.0 PC),0,17,110,2025-04-20,6.874794821757453
Abuja-Bwari,KiambuPembe Maize Flour 2KG BALE (12.0 PC),0,17,111,2025-04-21,6.874794821757453
Abuja-Bwari,KiambuPostman Cooking Oil 10L JERICAN (1.0 PC),0,18,105,2025-04-15,6.874794821757453
Abuja-Bwari,KiambuPostman Cooking Oil 10L JERICAN (1.0 PC),0,18,106,2025-04-16,6.874794821757453
Abuja-Bwari,KiambuPostman Cooking Oil 10L JERICAN (1.0 PC),0,18,107,2025-04-17,6.874794821757453
Abuja-Bwari,KiambuPostman Cooking Oil 10L JERICAN (1.0 PC),0,18,108,2025-04-18,6.874794821757453
Abuja-Bwari,KiambuPostman Cooking Oil 10L JERICAN (1.0 PC),0,18,109,2025-04-19,6.874794821757453
Abuja-Bwari,KiambuPostman Cooking Oil 10L JERICAN (1.0 PC),0,18,110,2025-04-20,6.874794821757453
Abuja-Bwari,KiambuPostman Cooking Oil 10L JERICAN (1.0 PC),0,18,111,2025-04-21,6.874794821757453
Abuja-Bwari,KiambuPostman Cooking Oil 20L JERICAN (1.0 Item),0,19,105,2025-04-15,6.874794821757453
Abuja-Bwari,KiambuPostman Cooking Oil 20L JERICAN (1.0 Item),0,19,106,2025-04-16,6.874794821757453
Abuja-Bwari,KiambuPostman Cooking Oil 20L JERICAN (1.0 Item),0,19,107,2025-04-17,6.874794821757453
Abuja-Bwari,KiambuPostman Cooking Oil 20L JERICAN (1.0 Item),0,19,108,2025-04-18,6.874794821757453
Abuja-Bwari,KiambuPostman Cooking Oil 20L JERICAN (1.0 Item),0,19,109,2025-04-19,6.874794821757453
Abuja-Bwari,KiambuPostman Cooking Oil 20L JERICAN (1.0 Item),0,19,110,2025-04-20,6.874794821757453
Abuja-Bwari,KiambuPostman Cooking Oil 20L JERICAN (1.0 Item),0,19,111,2025-04-21,6.874794821757453
Abuja-Bwari,KiambuShujaa Maize Flour 2KG BALE (12.0 PC),0,20,105,2025-04-15,6.874794821757453
Abuja-Bwari,KiambuShujaa Maize Flour 2KG BALE (12.0 PC),0,20,106,2025-04-16,6.874794821757453
Abuja-Bwari,KiambuShujaa Maize Flour 2KG BALE (12.0 PC),0,20,107,2025-04-17,6.874794821757453
Abuja-Bwari,KiambuShujaa Maize Flour 2KG BALE (12.0 PC),0,20,108,2025-04-18,6.874794821757453
Abuja-Bwari,KiambuShujaa Maize Flour 2KG BALE (12.0 PC),0,20,109,2025-04-19,6.874794821757453
Abuja-Bwari,KiambuShujaa Maize Flour 2KG BALE (12.0 PC),0,20,110,2025-04-20,6.874794821757453
Abuja-Bwari,KiambuShujaa Maize Flour 2KG BALE (12.0 PC),0,20,111,2025-04-21,6.874794821757453
Abuja-Bwari,KiambuSunveat Biscuits Nice CARTON (30 Pkts),0,21,105,2025-04-15,6.874794821757453
Abuja-Bwari,KiambuSunveat Biscuits Nice CARTON (30 Pkts),0,21,106,2025-04-16,6.874794821757453
Abuja-Bwari,KiambuSunveat Biscuits Nice CARTON (30 Pkts),0,21,107,2025-04-17,6.874794821757453
Abuja-Bwari,KiambuSunveat Biscuits Nice CARTON (30 Pkts),0,21,108,2025-04-18,6.874794821757453
Abuja-Bwari,KiambuSunveat Biscuits Nice CARTON (30 Pkts),0,21,109,2025-04-19,6.874794821757453
Abuja-Bwari,KiambuSunveat Biscuits Nice CARTON (30 Pkts),0,21,110,2025-04-20,6.874794821757453
Abuja-Bwari,KiambuSunveat Biscuits Nice CARTON (30 Pkts),0,21,111,2025-04-21,6.874794821757453
Abuja-Bwari,Kisumu1Dola Maize Flour 2KG BALE (12.0 PC),0,22,105,2025-04-15,6.874794821757453
Abuja-Bwari,Kisumu1Dola Maize Flour 2KG BALE (12.0 PC),0,22,106,2025-04-16,6.874794821757453
Abuja-Bwari,Kisumu1Dola Maize Flour 2KG BALE (12.0 PC),0,22,107,2025-04-17,6.874794821757453
Abuja-Bwari,Kisumu1Dola Maize Flour 2KG BALE (12.0 PC),0,22,108,2025-04-18,6.874794821757453
Abuja-Bwari,Kisumu1Dola Maize Flour 2KG BALE (12.0 PC),0,22,109,2025-04-19,6.874794821757453
Abuja-Bwari,Kisumu1Dola Maize Flour 2KG BALE (12.0 PC),0,22,110,2025-04-20,6.874794821757453
Abuja-Bwari,Kisumu1Dola Maize Flour 2KG BALE (12.0 PC),0,22,111,2025-04-21,6.874794821757453
Abuja-Bwari,Kisumu1Postman Cooking Oil 20L JERICAN (1.0 Item),0,23,105,2025-04-15,6.874794821757453
Abuja-Bwari,Kisumu1Postman Cooking Oil 20L JERICAN (1.0 Item),0,23,106,2025-04-16,6.874794821757453
Abuja-Bwari,Kisumu1Postman Cooking Oil 20L JERICAN (1.0 Item),0,23,107,2025-04-17,6.874794821757453
Abuja-Bwari,Kisumu1Postman Cooking Oil 20L JERICAN (1.0 Item),0,23,108,2025-04-18,6.874794821757453
Abuja-Bwari,Kisumu1Postman Cooking Oil 20L JERICAN (1.0 Item),0,23,109,2025-04-19,6.874794821757453
Abuja-Bwari,Kisumu1Postman Cooking Oil 20L JERICAN (1.0 Item),0,23,110,2025-04-20,6.874794821757453
Abuja-Bwari,Kisumu1Postman Cooking Oil 20L JERICAN (1.0 Item),0,23,111,2025-04-21,6.874794821757453
Abuja-Bwari,LuziraAzam  All Purpose Flour 2KG BALE (12.0 PCS),0,24,105,2025-04-15,6.874794821757453
Abuja-Bwari,LuziraAzam  All Purpose Flour 2KG BALE (12.0 PCS),0,24,106,2025-04-16,6.874794821757453
Abuja-Bwari,LuziraAzam  All Purpose Flour 2KG BALE (12.0 PCS),0,24,107,2025-04-17,6.874794821757453
Abuja-Bwari,LuziraAzam  All Purpose Flour 2KG BALE (12.0 PCS),0,24,108,2025-04-18,6.874794821757453
Abuja-Bwari,LuziraAzam  All Purpose Flour 2KG BALE (12.0 PCS),0,24,109,2025-04-19,6.874794821757453
Abuja-Bwari,LuziraAzam  All Purpose Flour 2KG BALE (12.0 PCS),0,24,110,2025-04-20,6.874794821757453
Abuja-Bwari,LuziraAzam  All Purpose Flour 2KG BALE (12.0 PCS),0,24,111,2025-04-21,6.874794821757453
Abuja-Bwari,LuziraMirinda Fruity Soda 330ML  CARTON (12.0 PC),0,25,105,2025-04-15,6.874794821757453
Abuja-Bwari,LuziraMirinda Fruity Soda 330ML  CARTON (12.0 PC),0,25,106,2025-04-16,6.874794821757453
Abuja-Bwari,LuziraMirinda Fruity Soda 330ML  CARTON (12.0 PC),0,25,107,2025-04-17,6.874794821757453
Abuja-Bwari,LuziraMirinda Fruity Soda 330ML  CARTON (12.0 PC),0,25,108,2025-04-18,6.874794821757453
Abuja-Bwari,LuziraMirinda Fruity Soda 330ML  CARTON (12.0 PC),0,25,109,2025-04-19,6.874794821757453
Abuja-Bwari,LuziraMirinda Fruity Soda 330ML  CARTON (12.0 PC),0,25,110,2025-04-20,6.874794821757453
Abuja-Bwari,LuziraMirinda Fruity Soda 330ML  CARTON (12.0 PC),0,25,111,2025-04-21,6.874794821757453
Abuja-Bwari,LuziraPembe All Purpose Flour 2KG BALE (12.0 PCS),0,26,105,2025-04-15,6.874794821757453
Abuja-Bwari,LuziraPembe All Purpose Flour 2KG BALE (12.0 PCS),0,26,106,2025-04-16,6.874794821757453
Abuja-Bwari,LuziraPembe All Purpose Flour 2KG BALE (12.0 PCS),0,26,107,2025-04-17,6.874794821757453
Abuja-Bwari,LuziraPembe All Purpose Flour 2KG BALE (12.0 PCS),0,26,108,2025-04-18,6.874794821757453
Abuja-Bwari,LuziraPembe All Purpose Flour 2KG BALE (12.0 PCS),0,26,109,2025-04-19,6.874794821757453
Abuja-Bwari,LuziraPembe All Purpose Flour 2KG BALE (12.0 PCS),0,26,110,2025-04-20,6.874794821757453
Abuja-Bwari,LuziraPembe All Purpose Flour 2KG BALE (12.0 PCS),0,26,111,2025-04-21,6.874794821757453
Abuja-Bwari,LuziraRwenzori Water     500ML CARTON (24.0 Bottles),0,27,105,2025-04-15,6.874794821757453
Abuja-Bwari,LuziraRwenzori Water     500ML CARTON (24.0 Bottles),0,27,106,2025-04-16,6.874794821757453
Abuja-Bwari,LuziraRwenzori Water     500ML CARTON (24.0 Bottles),0,27,107,2025-04-17,6.874794821757453
Abuja-Bwari,LuziraRwenzori Water     500ML CARTON (24.0 Bottles),0,27,108,2025-04-18,6.874794821757453
Abuja-Bwari,LuziraRwenzori Water     500ML CARTON (24.0 Bottles),0,27,109,2025-04-19,6.874794821757453
Abuja-Bwari,LuziraRwenzori Water     500ML CARTON (24.0 Bottles),0,27,110,2025-04-20,6.874794821757453
Abuja-Bwari,LuziraRwenzori Water     500ML CARTON (24.0 Bottles),0,27,111,2025-04-21,6.874794821757453
Abuja-Bwari,LuziraSilkee Jumbo Toilet Tissue Rolls 4 pcs PACK (4 Rolls),0,28,105,2025-04-15,6.874794821757453
Abuja-Bwari,LuziraSilkee Jumbo Toilet Tissue Rolls 4 pcs PACK (4 Rolls),0,28,106,2025-04-16,6.874794821757453
Abuja-Bwari,LuziraSilkee Jumbo Toilet Tissue Rolls 4 pcs PACK (4 Rolls),0,28,107,2025-04-17,6.874794821757453
Abuja-Bwari,LuziraSilkee Jumbo Toilet Tissue Rolls 4 pcs PACK (4 Rolls),0,28,108,2025-04-18,6.874794821757453
Abuja-Bwari,LuziraSilkee Jumbo Toilet Tissue Rolls 4 pcs PACK (4 Rolls),0,28,109,2025-04-19,6.874794821757453
Abuja-Bwari,LuziraSilkee Jumbo Toilet Tissue Rolls 4 pcs PACK (4 Rolls),0,28,110,2025-04-20,6.874794821757453
Abuja-Bwari,LuziraSilkee Jumbo Toilet Tissue Rolls 4 pcs PACK (4 Rolls),0,28,111,2025-04-21,6.874794821757453
Abuja-Bwari,LuziraSupreme Wheat Flour 2KG BALE (12.0 PC),0,29,105,2025-04-15,6.874794821757453
Abuja-Bwari,LuziraSupreme Wheat Flour 2KG BALE (12.0 PC),0,29,106,2025-04-16,6.874794821757453
Abuja-Bwari,LuziraSupreme Wheat Flour 2KG BALE (12.0 PC),0,29,107,2025-04-17,6.874794821757453
Abuja-Bwari,LuziraSupreme Wheat Flour 2KG BALE (12.0 PC),0,29,108,2025-04-18,6.874794821757453
Abuja-Bwari,LuziraSupreme Wheat Flour 2KG BALE (12.0 PC),0,29,109,2025-04-19,6.874794821757453
Abuja-Bwari,LuziraSupreme Wheat Flour 2KG BALE (12.0 PC),0,29,110,2025-04-20,6.874794821757453
Abuja-Bwari,LuziraSupreme Wheat Flour 2KG BALE (12.0 PC),0,29,111,2025-04-21,6.874794821757453
Abuja-Bwari,Majengo MombasaChamp RTD Orange 300ML CARTON (12.0 Pcs),0,30,105,2025-04-15,6.874794821757453
Abuja-Bwari,Majengo MombasaChamp RTD Orange 300ML CARTON (12.0 Pcs),0,30,106,2025-04-16,6.874794821757453
Abuja-Bwari,Majengo MombasaChamp RTD Orange 300ML CARTON (12.0 Pcs),0,30,107,2025-04-17,6.874794821757453
